temperature,Points:0
298.02,0.00712
298.02,0.007128
298.02,0.007136
298.02,0.007144
298.02,0.007152
298.02,0.00716
298.02,0.007168
298.02,0.007176
298.02,0.007184
298.02,0.007192
298.02,0.0072
298.02,0.007208
298.02,0.007216
298.02,0.007224
298.02,0.007232
298.02,0.00724
298.02,0.007248
298.02,0.007256
298.02,0.007264
298.02,0.007272
298.02,0.00728
298.02,0.007288
298.02,0.007296
298.02,0.007304
298.02,0.007312
298.02,0.00732
298.02,0.007328
298.01,0.007336
298.01,0.007344
298.01,0.007352
298.01,0.00736
298.01,0.007368
298.01,0.007376
298.01,0.007384
298.01,0.007392
298.01,0.0074
298.01,0.007408
298.01,0.007416
298.01,0.007424
298.01,0.007432
298.01,0.00744
298.01,0.007448
298.01,0.007456
298.01,0.007464
298.01,0.007472
298.01,0.00748
298.01,0.007488
298.01,0.007496
298.01,0.007504
298.01,0.007512
298.01,0.00752
298.01,0.007528
298.01,0.007536
298.01,0.007544
298.01,0.007552
298.01,0.00756
298.01,0.007568
298.01,0.007576
298.01,0.007584
298.01,0.007592
298.01,0.0076
298.01,0.007608
298.01,0.007616
298.01,0.007624
298.01,0.007632
298.01,0.00764
298.01,0.007648
298.01,0.007656
298.01,0.007664
298.01,0.007672
298.01,0.00768
298.01,0.007688
298.01,0.007696
298.01,0.007704
298.01,0.007712
298.01,0.00772
298.01,0.007728
298.01,0.007736
298.01,0.007744
298.01,0.007752
298.01,0.00776
298.01,0.007768
298.01,0.007776
298.01,0.007784
298.01,0.007792
298.01,0.0078
298.01,0.007808
298.01,0.007816
298.01,0.007824
298.01,0.007832
298.01,0.00784
298.01,0.007848
298.01,0.007856
298.01,0.007864
298.01,0.007872
298.01,0.00788
298.01,0.007888
298.01,0.007896
298.01,0.007904
298.01,0.007912
298.01,0.00792
298.01,0.007928
298.01,0.007936
298.01,0.007944
298.01,0.007952
298.01,0.00796
298.01,0.007968
298.01,0.007976
298.01,0.007984
298.01,0.007992
298.01,0.008
